date,open,close,low,high,open_normalized,close_normalized,low_normalized,high_normalized,filterred
2014-06-09,92.7,93.7,91.75,93.88,0.019178860633612748,0.024120177727625376,0.01624973273465898,0.022273586888001632,0.02045558949597468
2014-06-10,94.73,94.25,93.57,95.05,0.03359852251740307,0.027999153677974464,0.029221010619342843,0.030468585837360753,0.02045756234713786
2014-06-11,94.13,93.86,93.47,94.76,0.02933655348771129,0.025248607094999636,0.028508303043261348,0.028437346781536758,0.020460531215692333
2014-06-12,94.04,92.29,91.9,94.12,0.02869725813325761,0.014175893927639504,0.01731879409878132,0.023954612313511255,0.020460876673459236
2014-06-13,92.2,91.28,90.88,92.44,0.015627219775536317,0.007052683546089287,0.010049176822749601,0.012187434334944281,0.02045349717861221
2014-06-16,91.51,92.2,91.45,92.75,0.01072595539139086,0.013541152408491445,0.014111610006414397,0.014358758842894148,0.020446235312462046
2014-06-17,92.31,92.08,91.8,92.7,0.01640858076431313,0.012694830382960697,0.016606086522699723,0.014008545212579675,0.020439623177513796
2014-06-18,92.27,92.18,91.35,92.29,0.01612444949566697,0.013400098737569687,0.013398902430332801,0.011136793444000866,0.020429942343670307
2014-06-19,92.29,91.86,91.34,92.3,0.0162665151299901,0.011143240002821062,0.013327631672724714,0.0112068361700637,0.020418051151018916
2014-06-20,91.85,90.91,90.9,92.55,0.013141071174882755,0.004443190634036219,0.01019171833796598,0.01295790432163616,0.0203996620074164
2014-06-23,91.32,90.83,90.6,91.62,0.00937633186532173,0.003878975950349088,0.008053595609721298,0.006443930797786663,0.02037279283885029
2014-06-24,90.75,90.28,90.19,91.74,0.005327461287114647,0.0,0.005131494547787035,0.0072844435105413755,0.020337808529724888
2014-06-25,90.21,90.36,89.65,90.7,0.0014916891603920567,0.0005642146836871309,0.0012828736369468094,0.0,0.02029111312471419
2014-06-26,90.37,90.9,89.8,91.05,0.0026282142349765914,0.0043726637985753904,0.0023519350010690492,0.0024514954122014034,0.020246145945745687
2014-06-27,90.82,91.98,90.77,92.0,0.005824691007245299,0.01198956202835181,0.009265198489059918,0.009105554388176769,0.02021487380323561
2014-06-30,92.1,92.93,92.09,93.73,0.01491689160392097,0.018689611397136652,0.018672938493336216,0.021222945997058217,0.020209372476424927
2014-07-01,93.52,93.52,93.13,94.07,0.02500355164085805,0.022850694689329255,0.02608509728458411,0.023604398683196685,0.02022269484675369
2014-07-02,93.87,93.48,93.09,94.06,0.02748970024151161,0.02256858734748574,0.025800014254151554,0.02353435595713385,0.02023836815415979
2014-07-03,93.67,94.03,93.2,94.1,0.02606904389828102,0.026447563297834827,0.026583992587841238,0.02381452686138539,0.02025806274226843
2014-07-07,94.14,95.97,94.1,95.99,0.029407586304872856,0.04012976937724803,0.03299836077257498,0.037052602087273186,0.02031348041929
2014-07-08,96.27,95.35,93.92,96.8,0.04453757636027842,0.03575710557867264,0.03171548713562827,0.04272606289836797,0.020386669971377436
2014-07-09,95.44,95.39,94.76,95.95,0.03864185253587155,0.036039212920516255,0.03770223077471318,0.03677243118302165,0.020457362562400185
2014-07-10,93.76,95.04,93.52,95.55,0.0267083392527348,0.033570773679385046,0.028864656831302096,0.03397072214050567,0.020502577163973024
