date,open,close,low,high,open_normalized,close_normalized,low_normalized,high_normalized
2014-05-12,294.3,302.86,294.16,303.34,0.00564517508596064,0.009078148536997321,0.005876229034123786,0.007340575428389596
2014-05-13,302.6,304.64,300.75,305.6,0.010377998642877126,0.010093805632902724,0.009687680740312319,0.008624607972364896
2014-05-14,302.5,297.62,296.66,304.64,0.010320976672311855,0.006088236636691478,0.007322151532677863,0.00807917821917184
2014-05-15,298.02,295.19,290.38,299.2,0.00776639239098825,0.004701693522618347,0.003689994216310003,0.004988409617744632
2014-05-16,292.8,297.7,291.55,298.88,0.004789845527481758,0.006133884146619802,0.00436668594563332,0.004806599700013624
2014-05-19,295.76,296.75,293.81,299.0,0.006477695856213407,0.0055918199662208495,0.005673799884326201,0.004874778419162756
2014-05-20,297.1,301.19,296.75,304.46,0.007241790261787892,0.008125256767243353,0.007374204742625796,0.007976910140448141
2014-05-21,302.21,305.01,301.52,305.96,0.010155612957672592,0.010304925366321268,0.010133024869866964,0.00882914412981226
2014-05-22,305.05,304.91,303.01,308.54,0.01177503692172596,0.01024786597891087,0.0109947946790052,0.010294986591518571
2014-05-23,305.46,312.24,304.9,312.35,0.012008827001043504,0.01443031907609441,0.012087912087912074,0.012459660924503436
2014-05-27,314.41,310.82,307.38,314.63,0.017112293366634192,0.013620075774866484,0.01352226720647773,0.013755056588336883
2014-05-28,309.5,310.16,307.42,313.82,0.01431251461187997,0.013243483817957752,0.013545401966454608,0.013294850234080257
2014-05-29,310.42,313.78,310.2,314.87,0.01483711674108036,0.015309033642214809,0.015153267784846726,0.013891414026635147
2014-05-30,314.43,312.55,307.57,314.65,0.017123697760747233,0.014607203177066704,0.013632157316367839,0.01376641970819506
2014-06-02,312.59,308.84,307.0,312.6,0.01607449350234645,0.012490299904140223,0.013302486986697512,0.012601699922730789
2014-06-03,305.75,307.19,305.07,307.92,0.012174190715682764,0.011548820011868358,0.012186234817813762,0.009942729875914732
2014-06-04,306.85,306.78,303.84,309.5,0.012801432391900625,0.011314876523485635,0.011474840948525144,0.010840416344711595
2014-06-05,308.1,323.57,306.9,327.94,0.01351420702396636,0.020895147669694622,0.013244650086755337,0.021317212853961175
2014-06-06,325.0,329.67,324.93,330.88,0.023150920049495084,0.024375770301730056,0.02367264314632736,0.022987591473114848
2014-06-09,331.57,327.5,325.65,333.0,0.026897263515632583,0.023137581594924003,0.024089068825910918,0.024192082178082806
2014-06-10,327.65,332.41,327.5,335.5,0.024662002269474428,0.02593919751677548,0.02515905147484095,0.02561247216035634
2014-06-11,336.0,335.2,333.88,340.72,0.02942333681167355,0.02753115442552609,0.028849045691150953,0.028578246443343492
2014-06-12,335.55,325.91,324.66,335.55,0.02916673794412989,0.022230337335098393,0.02351648351648353,0.025640879960001816
2014-06-13,327.05,326.27,323.53,329.3,0.024319870446082893,0.022435751129775867,0.022862926547137057,0.022089905004317983
2014-06-16,324.86,327.62,323.52,328.69,0.023071089290703728,0.023206052859816508,0.022857142857142847,0.021743329848643234
2014-06-17,327.54,325.62,325.23,331.34,0.024599278101852667,0.02206486511160817,0.023846153846153857,0.023248943229853165
2014-06-18,328.0,334.38,325.0,335.75,0.024861579166452846,0.027063267448760676,0.02371312897628687,0.025754511158583692
2014-06-19,335.25,327.0,325.98,338.9,0.028995672032434108,0.02285228465787192,0.02427993059572008,0.02754420253624833
2014-06-20,327.76,324.2,320.42,328.22,0.02472472643709622,0.021254621810380243,0.021064198958935812,0.021476296531975827
2014-06-23,323.33,327.24,321.41,327.55,0.022198653141055253,0.022989227187656926,0.02163678426836323,0.021095632016726512
2014-06-24,327.54,324.16,322.74,329.73,0.024599278101852667,0.0212317980554161,0.022406015037593992,0.022334212081269036
2014-06-25,324.33,327.44,321.74,328.15,0.02276887284670784,0.02310334596247775,0.02182764603817236,0.02143652561247214
2014-06-26,328.49,325.69,322.13,328.65,0.02514098682222262,0.02210480668279546,0.022053209947946788,0.021720603608926844
2014-06-27,325.88,324.57,323.27,326.52,0.023652713390469357,0.02146574154379879,0.02271255060728744,0.020510431344029797
2014-06-30,324.98,324.78,322.24,326.98,0.023139515655382043,0.021585566257360654,0.022116830537883176,0.02077178310076815
2014-07-01,325.86,332.39,325.1,333.2,0.023641308996356317,0.025927785639293377,0.023770965876229046,0.02430571337666468
2014-07-02,333.2,332.85,331.66,336.76,0.027826721635846298,0.026190258821381315,0.027565066512434948,0.026328348711422193
2014-07-03,334.83,337.49,333.08,338.3,0.028756179756060013,0.028837814397224645,0.02838635049161364,0.027203308940502702
2014-07-07,337.5,333.55,332.52,337.55,0.030278666370152432,0.026589674533254226,0.028062463851937527,0.026777191945820643
2014-07-08,333.1,323.81,321.4,333.74,0.027769699665281058,0.021032090199479627,0.021631000578368986,0.024612517612835776
2014-07-09,324.71,329.97,323.15,330.2,0.02298555633485582,0.024546948463961313,0.02264314632735684,0.022601245397936443
2014-07-10,324.34,327.92,322.65,329.98,0.022774575043764362,0.023377231022047765,0.022353961827646027,0.022476251079496388
2014-07-11,334.71,346.2,334.71,347.0,0.0286877533913817,0.033807687040671934,0.029329091960670895,0.032146266078814593
2014-07-14,347.03,355.32,345.36,355.77,0.03571286016502158,0.039011503172501946,0.035488721804511285,0.037128994136630136
2014-07-15,353.72,354.44,349.4,355.59,0.03952762999583742,0.03850938056329028,0.03782533256217466,0.03702672605790644
2014-07-16,355.62,355.9,353.0,359.32,0.04061104743657733,0.03934244761948235,0.03990746096009254,0.03914594791145856
2014-07-17,353.44,352.45,351.38,356.96,0.03936796847825468,0.03737389875382298,0.038970503181029494,0.03780509976819234
2014-07-18,354.4,358.66,352.08,359.68,0.039915379395681155,0.04091728671200988,0.03937536148062463,0.039350484068905955
2014-07-21,358.1,359.76,356.72,361.71,0.04202519230659576,0.041544939973524445,0.04205899363794102,0.04050384073451205
2014-07-22,355.25,360.84,355.25,362.93,0.040400066145485865,0.04216118135755694,0.04120879120879121,0.041196991045861546
2014-07-23,359.05,358.14,356.62,360.63,0.04256690102696571,0.040620577897475696,0.04200115673799885,0.039890232262169895
2014-07-24,359.98,358.61,358.52,364.85,0.04309720535322262,0.04088875701830467,0.04310005783689993,0.04228785055224763
2014-07-25,317.3,324.01,314.76,324.87,0.018760228315970164,0.021146208974300452,0.017790630422209363,0.01957297395572928
2014-07-28,324.25,320.41,316.5,324.82,0.022723255270255642,0.01909207102752547,0.018796992481203006,0.0195445661560838
2014-07-29,321.98,320.0,319.5,322.9,0.021428856538424277,0.018858127539142747,0.0205320994794679,0.01845370664969772
2014-07-30,321.45,322.51,318.5,322.73,0.02112664009442839,0.0202903181631442,0.01995373048004627,0.018357120130903144
2014-07-31,320.01,312.99,311.86,320.68,0.020305523718288664,0.014858264481672536,0.016113360323886647,0.01719240034543884
2014-08-01,313.69,307.06,304.59,315.83,0.01670173517856431,0.01147464280823482,0.011908617698091368,0.014436843779828172
2014-08-04,308.84,313.65,308.5,316.18,0.013936169606149247,0.01523485643858127,0.01417004048582996,0.01463569837734648
2014-08-05,313.3,312.32,310.06,314.55,0.016479349493359812,0.014475966586022735,0.015072296124927706,0.01370960410890414
2014-08-06,310.83,313.89,310.2,315.78,0.015070906820397903,0.015371798968366275,0.015153267784846726,0.014408435980182694
2014-08-07,315.21,311.45,309.65,315.88,0.017568469131156235,0.013979549915552107,0.014835164835164822,0.01446525157947365
2014-08-08,311.94,316.8,310.66,317.32,0.015703850693672285,0.01703222714200942,0.015419317524580697,0.015283396209263203
2014-08-11,318.48,318.33,316.88,320.38,0.01943308756864022,0.017905235769388777,0.019016772700983224,0.01702195354756601
2014-08-12,318.89,319.32,316.95,321.31,0.019666877647957763,0.018470123704751908,0.019057258530942735,0.017550338620971766
2014-08-13,327.6,326.28,326.14,331.72,0.024633491284191823,0.022441457068516905,0.024372469635627524,0.023464842507158773
2014-08-14,327.8,333.21,326.71,334.09,0.024747535225322335,0.02639567261605879,0.024702139965297847,0.024811372210354052
2014-08-15,334.0,333.63,328.32,335.0,0.028282897400368375,0.02663532204318255,0.025633314054366682,0.025328394163901632
2014-08-18,335.48,334.53,333.77,337.8,0.029126822564734214,0.027148856529876288,0.028785425101214564,0.026919230944047995
2014-08-19,334.87,335.13,333.01,335.81,0.02877898854428613,0.027491212854338802,0.02834586466165413,0.025788600518158258
2014-08-20,334.68,335.78,334.02,337.16,0.028670646800212137,0.027862098872506496,0.02893001735106997,0.02655561110858598
2014-08-21,336.48,332.91,332.23,336.58,0.029697042270386803,0.026224494453827567,0.027894736842105274,0.026226080632698497
2014-08-22,332.99,331.59,330.8,334.08,0.027706975497659266,0.025471310540010037,0.027067669172932338,0.024805690650424962
2014-08-25,333.21,334.02,332.71,336.77,0.027832423832902818,0.026857853654083167,0.028172353961827636,0.026334030271351283
2014-08-26,337.0,341.83,334.55,344.36,0.029993556517326138,0.031314191810836715,0.029236552920763454,0.03064633425753375
2014-08-27,342.09,343.18,341.34,346.67,0.0328959748190978,0.032084493540877355,0.033163678426836304,0.0319587746011545
2014-08-28,340.0,340.02,338.8,341.79,0.031704215634283904,0.030281416898708172,0.03169462116830538,0.02918617335575656
2014-08-29,341.76,339.04,337.68,341.82,0.03270780231623245,0.02972223490208611,0.031046847888953157,0.029203218035543828
2014-09-02,339.98,342.38,337.16,342.5,0.031692811240170864,0.03162801844159402,0.030746096009253918,0.029589564110722232
2014-09-03,342.54,339.0,337.55,343.27,0.033152573686641484,0.02969941114712193,0.030971659919028345,0.03002704422526247
2014-09-04,343.69,345.95,343.58,349.38,0.03380832634814195,0.03366503857214589,0.034459224985540764,0.03349847734193899
2014-09-05,346.3,346.38,342.5,346.83,0.035296599779895216,0.03391039393801069,0.03383458646616541,0.03204967956001998
2014-09-08,344.54,342.34,339.04,345.81,0.03429301309794666,0.03160519468662984,0.03183342972816658,0.03147016044725239
2014-09-09,341.61,329.75,329.18,341.76,0.03262226936038458,0.02442141781165838,0.026130711393869292,0.029169128675969262
2014-09-10,334.3,331.33,328.82,334.98,0.028453963312064158,0.025322956132742956,0.025922498554077498,0.025317031044043457
2014-09-11,329.94,330.52,326.39,333.01,0.025967805395418864,0.02486077509471858,0.02451706188548293,0.024197763738011895
2014-09-12,329.56,331.19,328.79,332.89,0.025751121907270885,0.025243072990368383,0.025905147484094865,0.024129585018862764
2014-09-15,330.91,323.89,319.0,331.33,0.026520918509901893,0.02107773770940795,0.020242914979757085,0.023243261669924076
2014-09-16,321.07,327.76,320.1,329.48,0.020909956606280408,0.02328593600219108,0.02087912087912089,0.022192173083041684
2014-09-17,327.76,324.0,321.52,328.0,0.02472472643709622,0.021140503035559418,0.021700404858299584,0.02135130221353574
2014-09-18,325.44,325.0,323.71,327.1,0.023401816719982222,0.021711096909663587,0.022967032967032956,0.02083996181991728
2014-09-19,327.6,331.32,325.57,332.76,0.024633491284191823,0.02531725019400192,0.024042799305957197,0.024055724739784543
2014-09-22,328.49,324.5,321.06,329.49,0.02514098682222262,0.0214257999726115,0.021434355118565646,0.02219785464297077
2014-09-23,322.46,323.63,321.25,327.6,0.021702561997137496,0.020929383302140874,0.021544245228455754,0.021124039816371988
2014-09-24,324.17,328.21,319.56,329.44,0.022677637693803446,0.023542703245537953,0.0205668016194332,0.022169446843325294
2014-09-25,327.99,321.93,321.4,328.54,0.024855876969396326,0.019959373716163794,0.021631000578368986,0.021658106449706834
2014-09-26,320.6,323.21,317.64,323.5,0.02064195334462371,0.020689733875017113,0.01945633314054366,0.01879460024544338
2014-09-29,320.5,321.82,319.0,323.75,0.020584931374058438,0.019896608390012328,0.020242914979757085,0.018936639243670735
2014-09-30,321.36,322.44,318.51,323.43,0.02107532032091967,0.020250376591956915,0.01995951417004048,0.018754829325939727
2014-10-01,322.04,317.46,315.55,322.17,0.021463069720763433,0.01740881909891815,0.018247541931752466,0.01803895277487387
2014-10-02,316.92,318.41,311.31,318.53,0.01854354482782218,0.017950883279317136,0.015795257374204744,0.015970864960683583
2014-10-03,320.36,322.74,319.53,325.16,0.020505100615267082,0.02042155475418817,0.020549450549450534,0.01973773919367302
2014-10-06,323.5,322.2,319.6,324.13,0.0222955904910162,0.02011343406217191,0.020589936379410076,0.019152538520976307
2014-10-07,319.43,316.98,316.67,322.0,0.019974796289010173,0.01713493403934817,0.018895315211104696,0.01794236625607926
2014-10-08,316.58,322.7,314.14,324.11,0.018349670127900283,0.020398730999223992,0.01743204164256795,0.01914117540111813
2014-10-09,321.49,315.37,314.52,322.27,0.021149448882654503,0.016216277902040454,0.017651821862348167,0.01809576837416479
2014-10-10,314.02,311.39,311.38,317.77,0.01688990768142966,0.013945314283105855,0.015835743204164254,0.015539066406072433
2014-10-13,309.87,306.45,303.47,313.2,0.01452349590297143,0.011126580545031269,0.01126084441873917,0.012942593518476419
2014-10-14,308.0,308.31,305.75,312.24,0.013457185053401087,0.012187885150865028,0.012579525737420475,0.012397163765283393
2014-10-15,304.35,305.97,299.1,307.9,0.011375883127769154,0.01085269548546129,0.00873337189126664,0.009931366756056522
2014-10-16,293.83,302.86,293.83,306.82,0.005377171824303908,0.009078148536997321,0.005685367264314623,0.009317758283714363
2014-10-17,307.15,303.64,302.72,309.2,0.012972498303596376,0.009523211758798557,0.010827067669172949,0.010669969546838765
2014-10-20,302.95,306.21,302.02,306.53,0.010577575539855513,0.010989638015246264,0.01042220936957778,0.009152993045770623
2014-10-21,309.9,315.33,307.07,315.64,0.014540602494140992,0.016193454147076274,0.013342972816657023,0.014328894141175386
2014-10-22,315.43,312.97,312.64,318.98,0.01769391746639982,0.014846852604190464,0.016564488143435505,0.016226535157492842
2014-10-23,313.4,313.18,311.4,316.8,0.01653637146392505,0.014966677317752327,0.015847310584152677,0.014987955092950318
2014-10-24,284.4,287.06,284.0,293.81,0.0,6.276532615146623e-05,0.0,0.001926048815962903
2014-10-27,285.7,289.97,285.02,290.42,0.0007412856173483708,0.0017231934997946083,0.0005899363794100531,0.0
2014-10-28,289.76,295.59,289.76,298.0,0.003056377622297879,0.00492993107226,0.0033314054366685893,0.004306622426253343
2014-10-29,299.11,294.12,293.07,299.61,0.008387931870149589,0.004091158077326891,0.005245806824754189,0.005221353574837506
2014-10-30,293.98,299.07,292.36,299.74,0.005462704780151816,0.006915597754142514,0.004835164835164843,0.005295213853915727
2014-10-31,305.15,305.46,301.5,305.72,0.011832058892291199,0.010561692609668138,0.010121457489878543,0.00869278669151403
2014-11-03,306.24,305.72,303.24,308.01,0.012453598371452539,0.010710047016935249,0.011127819548872186,0.009993863915276565
2014-11-04,303.99,302.81,300.17,304.25,0.011170604033734216,0.009049618843292107,0.009352226720647783,0.007857597381937175
2014-11-05,303.01,296.52,294.16,304.0,0.010611788722194669,0.005460583375176881,0.005876229034123786,0.0077155583837098226
2014-11-06,296.69,296.64,292.29,297.0,0.007008000182470317,0.005529054640069383,0.004794679005205333,0.00373846643334393
2014-11-07,297.82,299.86,296.29,299.99,0.007652348449857739,0.007366366914684818,0.007108155002891857,0.005437252852143081
2014-11-10,300.0,305.11,300.0,305.8,0.008895427408180384,0.010361984753731698,0.009253903990746095,0.008738239170946772
2014-11-11,305.94,312.01,303.65,312.38,0.012282532459756756,0.014299082485050442,0.011364950838635037,0.012476705604290704
2014-11-12,310.75,311.51,308.79,312.58,0.015025289243945705,0.014013785547998358,0.014337767495662245,0.01259033680287258
2014-11-13,312.0,316.48,311.51,317.89,0.01573806387601144,0.016849637102296085,0.015910931174089062,0.015607245125221565
2014-11-14,317.12,327.82,316.4,332.88,0.018657588768952692,0.023320171634637333,0.01873915558126083,0.024123903458933674
2014-11-17,326.44,323.05,318.03,328.0,0.023972036425634807,0.020598438855160463,0.019681897050318087,0.02135130221353574
2014-11-18,323.99,324.93,323.25,329.56,0.022574998146785975,0.021671155338476297,0.022700983227299017,0.022237625562474425
2014-11-19,327.25,326.54,324.02,328.4,0.024433914387213405,0.022589811475784014,0.023146327356853662,0.021578564610699492
2014-11-20,324.0,330.54,323.33,332.67,0.022580700343842495,0.024872186972200686,0.022747252747252738,0.02400459070042271
2014-11-21,335.42,332.63,331.47,338.33,0.02909260938239506,0.026064728169078382,0.02745517640254484,0.02722035362028997
2014-11-24,334.78,335.64,333.6,337.39,0.028727668770777377,0.02778221573013192,0.02868710237131291,0.026686286986955122
2014-11-25,335.27,335.04,331.28,336.33,0.02900707642654715,0.02743985940566944,0.0273452862926547,0.026084041634471145
2014-11-26,333.78,333.57,331.75,334.65,0.02815744906512479,0.0266010864107363,0.02761711972238288,0.025129539566383325
2014-11-28,336.03,338.64,336.03,341.26,0.029440443402843113,0.029493997352444425,0.030092539039907447,0.028885050679514555
2014-12-01,338.12,326.0,325.93,340.64,0.03063220258765704,0.022281690783767752,0.02425101214574899,0.028532793963910716
2014-12-02,327.5,326.31,323.25,327.93,0.024576469313626552,0.022458574884740047,0.022700983227299017,0.021311531294032085
2014-12-03,325.73,316.5,314.36,326.77,0.02356718043462148,0.01686104897977816,0.017559282822440726,0.020652470342257152
2014-12-04,315.53,316.93,313.47,318.59,0.017750939436965058,0.017106404345642957,0.017044534412955482,0.016004954320258148
2014-12-05,316.8,312.63,310.84,316.93,0.01847511846314387,0.014652850686995029,0.015523423944476561,0.01506181537202854
2014-12-08,311.57,306.64,304.82,316.56,0.015492869402580824,0.01123499338111106,0.012041642567958354,0.014851597654652054
2014-12-09,302.99,312.5,301.14,313.64,0.010600384328081627,0.01457867348336149,0.009913244650086748,0.013192582155356559
2014-12-10,312.0,305.84,304.68,313.19,0.01573806387601144,0.010778518281827718,0.011960670908039333,0.012936911958547329
2014-12-11,307.89,307.36,306.01,312.64,0.013394460885779296,0.011645820970466075,0.012729901677270093,0.012624426162447145
2014-12-12,303.99,307.32,303.01,310.64,0.011170604033734216,0.011622997215501897,0.0109947946790052,0.011488114176628319
2014-12-15,308.87,306.07,302.15,310.86,0.013953276197318842,0.010909754872871687,0.01049739733950259,0.011613108495068405
2014-12-16,304.35,295.06,295.01,304.49,0.011375883127769154,0.004627516318984807,0.006367842683632152,0.00799395482023544
2014-12-17,296.37,298.88,293.03,299.67,0.006825529876661493,0.006807184918062724,0.005222672064777312,0.005255442934412073
2014-12-18,304.01,297.73,293.25,304.5,0.011182008427847258,0.006151001962842944,0.005349913244650087,0.00799963638016453
2014-12-19,296.91,299.9,295.52,301.54,0.007133448517713902,0.007389190669648964,0.0066628108733371785,0.006317894641152678
2014-12-22,301.94,306.54,301.94,307.36,0.010001653637146404,0.011177933993700663,0.01037593984962406,0.009624562519885459
2014-12-23,306.98,306.29,303.25,307.49,0.012875560953635458,0.01103528552517462,0.011133603238866396,0.00969842279896368
2014-12-24,306.38,303.03,302.88,307.0,0.012533429130243893,0.009175149495595007,0.01091960670908039,0.009420026362438062
2014-12-26,305.0,309.09,303.81,310.78,0.011746525936443325,0.012632948372666264,0.01145748987854251,0.011567656015635629
2014-12-29,307.85,312.04,306.58,314.27,0.013371652097553213,0.014316200301273584,0.013059572006940419,0.013550520430889485
2014-12-30,309.91,310.3,309.34,313.94,0.014546304691197545,0.013323366960332327,0.014655870445344115,0.013363028953229389
2014-12-31,311.55,310.35,310.01,312.98,0.015481465008467782,0.013351896654037541,0.015043377674956617,0.012817599200036363
2015-01-02,312.58,308.52,306.96,314.75,0.01606879130528993,0.012307709864426891,0.013279352226720637,0.013823235307486016
2015-01-05,307.01,302.19,300.85,308.38,0.01289266754480502,0.00869585064134752,0.009745517640254496,0.01020408163265305
2015-01-06,302.24,295.29,292.38,303.0,0.010172719548842187,0.004758752910028776,0.004846732215153265,0.007147402390800409
2015-01-07,297.5,298.42,295.33,301.28,0.007469878144048915,0.006544711735974818,0.00655292076344707,0.006170174082996203
2015-01-08,300.32,300.46,296.11,303.14,0.00907789771398921,0.0077087232391473,0.007004048582995959,0.00722694422980772
2015-01-09,301.48,296.93,296.68,302.87,0.009739352572546225,0.005694526863559603,0.007333718912666285,0.007073542111722188
2015-01-12,297.56,291.41,289.28,298.51,0.007504091326388071,0.0025448486785046086,0.003053788316946196,0.004596381982637139
2015-01-13,297.48,294.74,293.23,301.5,0.007458473749935873,0.0044449262792714776,0.005338345864661665,0.00629516840143629
2015-01-14,291.93,293.27,286.5,295.91,0.004293754383564004,0.0036061532843383354,0.0014459224985540775,0.0031191764010726837
2015-01-15,294.0,286.95,286.81,296.0,0.005474109174264857,0.0,0.0016252168883747844,0.003170310440434517
2015-01-16,286.28,290.74,285.25,290.79,0.0010720130466268627,0.002162550782854807,0.0007229612492770387,0.00021021771737648548
2015-01-20,292.59,289.44,286.39,293.36,0.004670099389294694,0.0014207787465193827,0.0013823019086176903,0.0016703786191536736
2015-01-21,289.64,297.25,287.26,306.0,0.002987951257619566,0.005877116903272933,0.0018854829381145118,0.008851870369528649
2015-01-22,300.0,310.32,300.0,312.25,0.008895427408180384,0.0133347788378144,0.009253903990746095,0.012402845325212481
2015-01-23,308.08,312.39,307.72,316.93,0.013502802629853285,0.014515908157210024,0.013718912666281103,0.01506181537202854
2015-01-26,311.82,309.66,307.52,313.0,0.01563542432899397,0.012958186880905668,0.013603238866396751,0.012828962319894542
2015-01-27,306.3,306.75,302.62,310.24,0.012487811553791694,0.011297758707262526,0.010769230769230772,0.011260851779464566
2015-01-28,309.81,303.91,303.8,311.51,0.014489282720632274,0.009677272104806704,0.011451706188548301,0.011982409890459511
2015-01-29,304.73,311.78,299.33,312.8,0.011592566615917135,0.014167845894006473,0.008866396761133594,0.012715331121312666
2015-01-30,346.32,354.53,340.74,359.5,0.035308004174008256,0.03856073401195964,0.032816657027183345,0.03924821599018226
2015-02-02,350.05,364.47,350.01,365.0,0.03743492367609242,0.0442324371205551,0.038178137651821854,0.04237307395118403
2015-02-03,360.29,363.55,360.21,367.82,0.043273973461974924,0.04370749075637925,0.044077501445922485,0.04397527385118857
2015-02-04,358.38,364.75,358.23,367.5,0.04218485382417846,0.04439220340530425,0.04293233082706768,0.043793463933457566
2015-02-05,366.0,373.89,365.9,378.8,0.04652992798125119,0.049607431414616335,0.04736842105263157,0.05021362665333394
2015-02-06,374.87,374.28,371.01,375.99,0.05158777677038964,0.04982996302551695,0.05032388663967611,0.04861710831325849
2015-02-09,371.0,370.56,367.2,374.41,0.04938102650951413,0.04770735381384946,0.048120300751879695,0.047719421844461624
2015-02-10,371.19,373.0,368.51,374.3,0.04948936825358812,0.04909960286666363,0.048877964141122034,0.04765692468524158
2015-02-11,371.23,375.14,371.1,377.1,0.04951217704181423,0.05032067375724654,0.050375939849624074,0.049247761465387944
2015-02-12,375.1,377.17,373.15,378.51,0.05171892730268975,0.05147897932167802,0.05156159629843839,0.050048861415390195
2015-02-13,378.41,381.83,377.01,383.0,0.05360635452839982,0.05413794677500342,0.05379410063620589,0.05259988182355347
2015-02-17,377.72,375.43,372.67,379.99,0.05321290293149954,0.050486145980736766,0.05128397917871603,0.05088973228489614
2015-02-18,373.78,373.37,372.85,376.74,0.05096623729122831,0.04931072260008217,0.05138808559861193,0.049043225307940544
2015-02-19,373.49,379.0,373.43,381.88,0.05080087357658908,0.052523166111288634,0.051723539618276464,0.05196354711149492
2015-02-20,378.62,383.66,375.84,383.7,0.05372610066658685,0.05518213356461407,0.053117408906882574,0.05299759101859005
2015-02-23,383.44,380.14,378.0,384.54,0.05647455964783232,0.05317364312776738,0.05436668594563331,0.053474842052633975
2015-02-24,378.65,378.59,376.16,380.48,0.053743207257756415,0.05228922262290592,0.053302486986697525,0.051168128721421756
2015-02-25,377.27,385.37,376.54,387.85,0.05295630406395584,0.05615784908933219,0.05352226720647774,0.05535543838916414
2015-02-26,384.07,384.8,383.28,389.37,0.05683379806239345,0.05583261058109282,0.05742047426257951,0.05621903549838643
2015-02-27,384.0,380.16,379.79,385.99,0.05679388268299777,0.05318505500524948,0.055401966454598044,0.05429866824235262
